,X,LandUse,Total.Taxes.Owed,Num.Open.Violations,AssessedValue,VacantBuilding,ZIP,WaterService,YearBuilt,newaddress,Total_crimes,Occupied_Pr,Vacant_Pr,H_.1.3.P,H.4..P,Owner_Occupied,VacancyStatus_A
14110,14110,Commercial,0,0,Moderate,N,Syracuse,A,Old,827 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14111,14111,Apartment,0,0,Moderate,N,Syracuse,A,Old,808 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14112,14112,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,807 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14113,14113,Apartment,0,0,Moderate,N,Syracuse,A,Old,801 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14114,14114,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,Old,816 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14115,14115,Commercial,0,0,Moderate,N,Syracuse,A,Old,817 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14116,14116,Commercial,0,0,Moderate,N,Syracuse,A,Old,813 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14117,14117,Utilities,0,0,Moderate,N,Syracuse,unknown,New,807 fayette st w,1,0.636,0.364,0.454,0.181,0.429,0
14118,14118,Industrial,11429.27,0,Moderate,N,Syracuse,unknown,Old,801 fayette st w,1,0.636,0.364,0.454,0.181,0.429,0
14119,14119,Industrial,0,0,Moderate,N,Syracuse,A,Old,831 fayette st w,1,0.636,0.364,0.454,0.181,0.429,0
14120,14120,Commercial,0,0,Moderate,N,Syracuse,A,Old,807 geddes st n,2,0.811,0.189,0.462,0.349,0.174,0.1
14121,14121,Single Family,0,0,Cheap,N,Syracuse,A,Old,822 geddes st n,2,0.811,0.189,0.462,0.349,0.174,0.1
14122,14122,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,814 geddes st n,2,0.811,0.189,0.462,0.349,0.174,0.1
14123,14123,Vacant Land,3834.46,0,Cheap,N,Syracuse,unknown,New,810 geddes st n,2,0.811,0.189,0.462,0.349,0.174,0.1
14124,14124,Vacant Land,53021.78,0,Cheap,N,Syracuse,unknown,Old,806 geddes st n,2,0.811,0.189,0.462,0.349,0.174,0.1
14125,14125,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,811 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14126,14126,Commercial,0,0,Moderate,N,Syracuse,A,Old,803 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14127,14127,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,Old,810 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14128,14128,Commercial,0,0,Cheap,N,Syracuse,A,Old,801 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14129,14129,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,809 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14130,14130,Parking,0,0,Cheap,N,Syracuse,unknown,New,808 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14131,14131,Commercial,0,0,Cheap,N,Syracuse,A,Old,807 geddes st s,1,0.795,0.205,0.452,0.343,0.138,0.2
14132,14132,Commercial,0,1,Moderate,N,"Outside Syr, In NY",A,Old,827 genesee st e,1,0.926285849,0.073714151,0.80398413,0.122301719,0.098306883,0
14133,14133,Recreation,0,0,Moderate,N,Syracuse,A,Old,805 genesee st e,1,0.979,0.021,0.765,0.213,0.261,0
14134,14134,Commercial,0,0,Moderate,N,Syracuse,unknown,Old,815 genesee st e,1,0.962603883,0.037396117,0.929887987,0.032496327,0.055551153,0.019980849
14135,14135,Commercial,0,0,Moderate,N,Syracuse,A,Old,825 genesee st e,1,0.665681694,0.334318306,0.491122239,0.175230711,0.426884417,0
14136,14136,Commercial,0,0,Moderate,N,Syracuse,I,Old,818 genesee st e,1,0.665869723,0.334130277,0.49118315,0.175356505,0.426436857,0
14137,14137,Commercial,0,0,Moderate,N,Syracuse,A,Old,801 genesee st e,1,0.677666667,0.322333333,0.468,0.210333333,0.404666667,0.066666667
14138,14138,Commercial,0,0,Moderate,N,Syracuse,A,Old,817 genesee st e,1,0.665681694,0.334318306,0.491122239,0.175230711,0.426884417,0
14139,14139,Community Services,59599.24,0,Expensive,N,Syracuse,A,Old,800 genesee st e,1,0.852587098,0.147412902,0.560179717,0.292067132,0.500645639,0.022796672
14140,14140,Commercial,3698.26,0,Moderate,N,Syracuse,A,Old,811 genesee st e,1,0.665683515,0.334316485,0.491122829,0.175231929,0.426880085,0
14141,14141,Recreation,0,0,Moderate,N,Syracuse,A,Old,820 genesee st e,1,0.979,0.021,0.765,0.213,0.261,0
14142,14142,Commercial,0,0,Moderate,N,Syracuse,A,Old,800 genesee st w,2,0.771333333,0.228666667,0.562333333,0.209,0.135333333,0.033333333
14143,14143,Commercial,0,0,Moderate,N,Syracuse,A,Old,829 genesee st w,2,0.761,0.239,0.522,0.239,0.2,0
14144,14144,Commercial,0,0,Moderate,N,Syracuse,A,Old,801 genesee st w,2,0.771333333,0.228666667,0.562333333,0.209,0.135333333,0.033333333
14145,14145,Commercial,0,0,Moderate,N,Syracuse,A,Old,835 genesee st w,2,0.761,0.239,0.522,0.239,0.2,0
14146,14146,Single Family,0,0,Moderate,N,Syracuse,A,New,800 hazelwood av,1,1,0,0.894,0.106,0.737,0.655766805
14147,14147,Single Family,0,0,Moderate,N,Syracuse,A,New,809 hazelwood av,1,1,0,0.894,0.106,0.737,0.655766805
14148,14148,Single Family,0,0,Moderate,N,Syracuse,A,Old,819 hazelwood av,1,1,0,0.894,0.106,0.737,0.653033316
14149,14149,Single Family,0,0,Cheap,N,Syracuse,A,Old,812 hazelwood av,1,1,0,0.894,0.106,0.737,0
14150,14150,Single Family,0,0,Moderate,N,Syracuse,A,Old,801 hazelwood av,1,1,0,0.894,0.106,0.737,0.653033316
14151,14151,Single Family,0,0,Moderate,N,Syracuse,A,Old,808 hazelwood av,1,1,0,0.894,0.106,0.737,0.653033316
14152,14152,Single Family,0,0,Cheap,N,Syracuse,A,Old,818 hazelwood av,1,1,0,0.894,0.106,0.737,0
14153,14153,Commercial,0,0,Cheap,N,Syracuse,A,Old,830 hazelwood av,1,1,0,0.894,0.106,0.737,0
14154,14154,Single Family,0,0,Moderate,N,Syracuse,A,New,813 hazelwood av,1,1,0,0.894,0.106,0.737,0.655766805
14155,14155,Single Family,0,2,Moderate,N,"Outside Syr, In NY",A,New,831 hazelwood av,1,1,0,0.894,0.106,0.737,0.658252621
14156,14156,Single Family,0,0,Moderate,N,Syracuse,A,Old,834 hazelwood av,1,1,0,0.894,0.106,0.737,0.653033316
14157,14157,Single Family,0,0,Cheap,N,Syracuse,A,Old,824 hazelwood av,1,1,0,0.894,0.106,0.737,0
14158,14158,Commercial,0,0,Moderate,N,"Outside Syr, In NY",unknown,Old,861 hiawatha blvd w,1,0.936139888,0.063860112,0.883318145,0.052821743,0.264108716,0
14159,14159,Commercial,0,0,Moderate,N,Syracuse,A,Old,845 hiawatha blvd w,1,0.761,0.239,0.522,0.239,0.2,0
14160,14160,Commercial,0,0,Moderate,N,Syracuse,A,Old,884 hiawatha blvd w,1,0.761,0.239,0.522,0.239,0.2,0
14161,14161,Vacant Land,0,0,Moderate,N,"Outside Syr, In NY",unknown,New,825 hiawatha blvd w,1,0.974333333,0.025666667,0.791666667,0.182333333,0.153666667,0
14162,14162,Vacant Land,837.06,0,Cheap,N,Syracuse,unknown,New,884 hiawatha blvd w,1,0.927,0.073,0.797,0.128,0.207,0.048
14163,14163,Commercial,0,0,Moderate,N,Syracuse,A,Old,839 hiawatha blvd w,1,0.761,0.239,0.522,0.239,0.2,0
14164,14164,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,809 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14165,14165,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,801 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14166,14166,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,807 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14167,14167,Single Family,0,0,Cheap,N,Syracuse,A,Old,804 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14168,14168,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,814 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14169,14169,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,815 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14170,14170,Two Family,0,0,Cheap,N,Syracuse,A,Old,813 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14171,14171,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,803 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14172,14172,Three Family,0,1,Cheap,N,Syracuse,A,Old,812 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14173,14173,Single Family,0,1,Cheap,N,Syracuse,A,Old,810 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14174,14174,Two Family,0,4,Cheap,N,Syracuse,A,Very Old,811 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14175,14175,Single Family,0,0,Cheap,N,Syracuse,A,Old,816 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14176,14176,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,806 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14177,14177,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,805 highland st,6,0.771,0.229,0.441,0.33,0.275,0.037
14178,14178,Commercial,0,0,Moderate,N,Syracuse,I,New,815 james st,5,0.883,0.117,0.734,0.148,0.253,0.091
14179,14179,Commercial,0,0,Moderate,N,Syracuse,A,Old,817 james st,5,0.883,0.117,0.734,0.148,0.253,0.091
14180,14180,Apartment,0,0,Expensive,N,"Outside Syr, In NY",A,New,830 james st,5,0.883,0.117,0.734,0.148,0.253,0.091
14181,14181,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,New,801 james st,5,0.883,0.117,0.734,0.148,0.253,0.091
14182,14182,Community Services,0,0,Moderate,N,Syracuse,A,Old,847 james st,5,0.883,0.117,0.734,0.148,0.253,0.091
14183,14183,Commercial,0,0,Moderate,N,Syracuse,A,Old,866 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14184,14184,Single Family,0,0,Moderate,N,Syracuse,A,Old,842 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14185,14185,Single Family,0,0,Moderate,N,Syracuse,A,Old,857 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14186,14186,Single Family,0,0,Moderate,N,Syracuse,A,Old,819 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14187,14187,Single Family,0,0,Moderate,N,Syracuse,A,Old,854 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14188,14188,Single Family,0,0,Moderate,N,Syracuse,A,Old,870 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14189,14189,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,820 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14190,14190,Single Family,0,0,Moderate,N,Syracuse,A,Old,867 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14191,14191,Single Family,0,0,Moderate,N,Syracuse,A,Old,834 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14192,14192,Three Family,0,0,Moderate,N,Syracuse,A,Old,858 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14193,14193,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,816 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14194,14194,Single Family,0,0,Moderate,N,Syracuse,A,Old,848 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14195,14195,Single Family,0,0,Moderate,N,Syracuse,A,Old,817 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14196,14196,Two Family,0,0,Moderate,N,Syracuse,A,Old,875 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14197,14197,Commercial,0,0,Moderate,N,Syracuse,A,Old,845 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14198,14198,Commercial,0,0,Moderate,N,Syracuse,A,New,831 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14199,14199,Single Family,0,0,Moderate,N,Syracuse,A,Old,871 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14200,14200,Single Family,0,1,Moderate,N,Syracuse,A,Very Old,846 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14201,14201,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,838 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14202,14202,Single Family,0,0,Moderate,N,Syracuse,A,Old,849 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14203,14203,Three Family,0,0,Moderate,N,Syracuse,A,Very Old,812 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14204,14204,Single Family,0,0,Moderate,N,Outside NY,A,Old,821 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14205,14205,Single Family,0,0,Moderate,N,Syracuse,A,Old,824 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14206,14206,Single Family,0,0,Moderate,N,Syracuse,A,Old,874 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14207,14207,Single Family,0,0,Moderate,N,Syracuse,A,Old,835 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14208,14208,Single Family,0,0,Moderate,N,Syracuse,A,Old,853 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14209,14209,Single Family,0,0,Moderate,N,Syracuse,A,Old,833 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14210,14210,Single Family,0,0,Moderate,N,Syracuse,A,Old,865 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14211,14211,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,830 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14212,14212,Single Family,0,0,Moderate,N,Syracuse,A,Old,839 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14213,14213,Single Family,0,0,Moderate,N,Syracuse,A,Old,860 livingston av,3,0.987,0.013,0.731,0.257,0.247,0
14214,14214,Two Family,0,0,Moderate,N,Syracuse,A,Old,812 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14215,14215,Single Family,0,0,Moderate,N,Outside NY,A,Old,856 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14216,14216,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,810 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14217,14217,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,849 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14218,14218,Single Family,0,0,Moderate,N,Syracuse,A,Old,800 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14219,14219,Three Family,0,0,Moderate,N,Syracuse,A,Old,860 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14220,14220,Single Family,0,0,Moderate,N,Syracuse,A,Old,815 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14221,14221,Single Family,0,0,Moderate,N,Syracuse,A,Old,823 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14222,14222,Single Family,0,0,Moderate,N,Outside NY,A,Old,843 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14223,14223,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,826 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14224,14224,Single Family,0,0,Moderate,N,Syracuse,A,Old,822 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14225,14225,Single Family,0,0,Moderate,N,Syracuse,A,New,855 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14226,14226,Two Family,0,0,Moderate,N,Syracuse,A,Old,816 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14227,14227,Two Family,0,0,Moderate,N,Syracuse,A,Old,853 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14228,14228,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,842 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14229,14229,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,832 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14230,14230,Single Family,0,0,Moderate,N,Syracuse,A,Old,851 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14231,14231,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,828 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14232,14232,Single Family,0,0,Moderate,N,Syracuse,A,Old,829 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14233,14233,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,819 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14234,14234,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,846 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14235,14235,Single Family,0,0,Moderate,N,Syracuse,A,Old,859 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14236,14236,Single Family,0,0,Moderate,N,Syracuse,A,Old,835 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14237,14237,Single Family,0,0,Moderate,N,Syracuse,A,Old,850 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14238,14238,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,854 maryland av,1,0.979,0.021,0.765,0.213,0.261,0
14239,14239,Two Family,0,0,Cheap,N,Syracuse,A,Old,824 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14240,14240,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,809 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14241,14241,Single Family,0,1,Cheap,N,Outside NY,A,Very Old,829 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14242,14242,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,805 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14243,14243,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,831 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14244,14244,Single Family,0,0,Cheap,N,Syracuse,A,Old,821 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14245,14245,Two Family,0,0,Cheap,N,Syracuse,A,Old,813 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14246,14246,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,835 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14247,14247,Two Family,0,0,Cheap,N,Syracuse,A,Old,843 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14248,14248,Single Family,0,0,Cheap,N,Syracuse,I,Old,817 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14249,14249,Two Family,0,0,Cheap,N,Syracuse,A,Old,801 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14250,14250,Single Family,0,0,Cheap,N,Syracuse,A,Old,812 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14251,14251,Single Family,0,4,Cheap,N,Syracuse,A,Old,800 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14252,14252,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,816 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14253,14253,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,820 onondaga av,2,0.833,0.167,0.646,0.188,0.475,0
14254,14254,Commercial,0,0,Moderate,N,Syracuse,A,Old,819 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14255,14255,Two Family,0,0,Moderate,N,Syracuse,A,Old,875 ostrom av,2,0.953958413,0.046041587,0.732908218,0.220381217,0.346973722,0.128427831
14256,14256,Single Family,0,0,Moderate,N,Syracuse,A,Old,825 ostrom av,2,0.946,0.054,0.838,0.108,0.971,0
14257,14257,Single Family,0,0,Moderate,N,Syracuse,A,Old,815 ostrom av,2,0.943666667,0.056333333,0.803333333,0.139666667,0.799666667,0
14258,14258,Single Family,0,0,Moderate,N,Syracuse,A,Old,863 ostrom av,2,0.946,0.054,0.838,0.108,0.971,0
14259,14259,Single Family,0,0,Moderate,N,Syracuse,A,Old,867 ostrom av,2,0.946,0.054,0.838,0.108,0.971,0
14260,14260,Commercial,0,0,Moderate,N,Syracuse,A,Old,849 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14261,14261,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,842 ostrom av,2,0.933864041,0.066135959,0.781519902,0.152339923,0.665470121,0.096033898
14262,14262,Single Family,0,0,Moderate,N,Syracuse,A,Old,868 ostrom av,2,0.946,0.054,0.838,0.108,0.971,0
14263,14263,Commercial,0,0,Moderate,N,Syracuse,A,Old,829 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14264,14264,Apartment,0,0,Moderate,N,Syracuse,A,Old,812 ostrom av,2,0.809206221,0.190793779,0.656344451,0.151853782,0.173045682,0.051391947
14265,14265,Commercial,0,0,Moderate,N,Syracuse,A,Old,839 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14266,14266,Commercial,0,0,Moderate,N,Syracuse,A,Old,845 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14267,14267,Commercial,0,0,Moderate,N,Syracuse,A,Old,855 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14268,14268,Commercial,0,0,Moderate,N,Syracuse,A,New,861 ostrom av,2,0.761,0.239,0.522,0.239,0.2,0
14269,14269,Single Family,0,0,Moderate,N,Syracuse,A,Old,871 ostrom av,2,0.946,0.054,0.838,0.108,0.971,0
14270,14270,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,813 park st,5,0.654,0.346,0.461,0.192,0.088,0
14271,14271,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,829 park st,5,0.654,0.346,0.461,0.192,0.088,0
14272,14272,Two Family,0,1,Cheap,N,"Outside Syr, In NY",A,Old,831 park st,5,0.654,0.346,0.461,0.192,0.088,0
14273,14273,Apartment,0,2,Cheap,N,Syracuse,A,Old,830 park st,5,0.654,0.346,0.461,0.192,0.088,0
14274,14274,Apartment,0,0,Cheap,N,"Outside Syr, In NY",A,Old,826 park st,5,0.654,0.346,0.461,0.192,0.088,0
14275,14275,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,808 park st,5,0.654,0.346,0.461,0.192,0.088,0
14276,14276,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,800 park st,5,0.654,0.346,0.461,0.192,0.088,0
14277,14277,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,815 park st,5,0.654,0.346,0.461,0.192,0.088,0
14278,14278,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,824 park st,5,0.654,0.346,0.461,0.192,0.088,0
14279,14279,Apartment,0,0,Moderate,N,Syracuse,A,Old,827 park st,5,0.654,0.346,0.461,0.192,0.088,0
14280,14280,Single Family,0,0,Cheap,N,Syracuse,A,Old,836 park st,5,0.654,0.346,0.461,0.192,0.088,0
14281,14281,Two Family,2210.58,7,Cheap,Y,"Outside Syr, In NY",I,Very Old,804 park st,5,0.654,0.346,0.461,0.192,0.088,0
14282,14282,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,811 park st,5,0.654,0.346,0.461,0.192,0.088,0
14283,14283,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,814 park st,5,0.654,0.346,0.461,0.192,0.088,0
14284,14284,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,834 park st,5,0.654,0.346,0.461,0.192,0.088,0
14285,14285,Three Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,822 park st,5,0.654,0.346,0.461,0.192,0.088,0
14286,14286,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,833 park st,5,0.654,0.346,0.461,0.192,0.088,0
14287,14287,Apartment,0,0,Cheap,N,Syracuse,A,Old,801 park st,5,0.654,0.346,0.461,0.192,0.088,0
14288,14288,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,816 park st,5,0.654,0.346,0.461,0.192,0.088,0
14289,14289,Single Family,0,0,Cheap,N,Syracuse,A,Old,832 park st,5,0.654,0.346,0.461,0.192,0.088,0
14290,14290,Two Family,3223.94,4,Cheap,N,Syracuse,A,Very Old,802 park st,5,0.654,0.346,0.461,0.192,0.088,0
14291,14291,Apartment,0,3,Moderate,N,Syracuse,A,Old,818 park st,5,0.654,0.346,0.461,0.192,0.088,0
14292,14292,Three Family,0,1,Cheap,N,Syracuse,A,Old,806 park st,5,0.654,0.346,0.461,0.192,0.088,0
14293,14293,Commercial,0,1,Cheap,N,Syracuse,A,Old,835 park st,5,0.654,0.346,0.461,0.192,0.088,0
14294,14294,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,817 park st,5,0.654,0.346,0.461,0.192,0.088,0
14295,14295,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,812 park st,5,0.654,0.346,0.461,0.192,0.088,0
14296,14296,Commercial,0,0,Expensive,N,Syracuse,A,New,817 salina st s,2,0.742,0.258,0.703,0.039,0.032,0
14297,14297,Commercial,0,0,Moderate,N,Syracuse,A,New,811 salina st s,2,0.742,0.258,0.703,0.039,0.032,0
14298,14298,Utilities,0,0,Moderate,N,"Outside Syr, In NY",unknown,Old,802 salina st s,2,0.742,0.258,0.703,0.039,0.032,0
14299,14299,Parking,0,0,Moderate,N,Syracuse,unknown,New,831 salina st s,2,0.742,0.258,0.703,0.039,0.032,0
14300,14300,Commercial,0,0,Moderate,N,Syracuse,A,New,800 salina st s,2,0.742,0.258,0.703,0.039,0.032,0
14301,14301,Commercial,0,0,Moderate,N,Syracuse,A,Old,801 salina st s,2,0.742,0.258,0.703,0.039,0.032,0
14302,14302,Single Family,0,0,Cheap,N,Syracuse,A,Old,841 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14303,14303,Single Family,0,0,Cheap,N,Syracuse,A,Old,815 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14304,14304,Single Family,0,0,Cheap,N,Syracuse,A,Old,857 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14305,14305,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,839 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14306,14306,Single Family,806.71,0,Cheap,N,Syracuse,A,Old,811 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14307,14307,Single Family,0,4,Cheap,N,Syracuse,A,Old,855 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14308,14308,Single Family,0,0,Cheap,N,Syracuse,A,Old,863 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14309,14309,Single Family,0,0,Cheap,N,Syracuse,A,Old,842 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14310,14310,Single Family,0,0,Cheap,N,Syracuse,A,Old,843 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14311,14311,Single Family,0,0,Cheap,N,Syracuse,A,Old,875 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14312,14312,Single Family,0,0,Cheap,N,Syracuse,A,Old,819 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
14313,14313,Single Family,0,0,Cheap,N,Syracuse,A,Old,869 salt springs rd,1,0.923,0.077,0.692,0.231,0.944,0.333
